VILLAGE_ID,縣市,鄉鎮,村里,當選,姓名,票數,政黨,得票數,COUNTY_ID,Villige_NAME
6300800-018,臺北市,文山區,興安里,1,賴士葆,503,中國國民黨,2061,63,文山區興安里
6300800-019,臺北市,文山區,興福里,1,賴士葆,382,中國國民黨,1526,63,文山區興福里
6300800-020,臺北市,文山區,興旺里,1,賴士葆,485,中國國民黨,2453,63,文山區興旺里
6300800-021,臺北市,文山區,興泰里,1,賴士葆,426,中國國民黨,1192,63,文山區興泰里
6300800-022,臺北市,文山區,興昌里,1,賴士葆,550,中國國民黨,2006,63,文山區興昌里
6300800-023,臺北市,文山區,試院里,1,賴士葆,483,中國國民黨,2137,63,文山區試院里
6300800-024,臺北市,文山區,華興里,1,賴士葆,537,中國國民黨,2451,63,文山區華興里
6300800-025,臺北市,文山區,明義里,1,賴士葆,427,中國國民黨,1090,63,文山區明義里
6300800-026,臺北市,文山區,明興里,1,賴士葆,513,中國國民黨,1969,63,文山區明興里
6300800-027,臺北市,文山區,木柵里,1,賴士葆,653,中國國民黨,2736,63,文山區木柵里
6300800-028,臺北市,文山區,木新里,1,賴士葆,462,中國國民黨,2196,63,文山區木新里
6300800-029,臺北市,文山區,順興里,1,賴士葆,467,中國國民黨,1999,63,文山區順興里
6300800-030,臺北市,文山區,樟林里,1,賴士葆,426,中國國民黨,2422,63,文山區樟林里
6300800-031,臺北市,文山區,樟新里,1,賴士葆,413,中國國民黨,1535,63,文山區樟新里
6300800-032,臺北市,文山區,樟腳里,1,賴士葆,473,中國國民黨,1467,63,文山區樟腳里
6300800-033,臺北市,文山區,萬芳里,1,賴士葆,468,中國國民黨,2185,63,文山區萬芳里
6300800-034,臺北市,文山區,博嘉里,1,賴士葆,297,中國國民黨,1394,63,文山區博嘉里
6300800-035,臺北市,文山區,萬興里,1,賴士葆,392,中國國民黨,1986,63,文山區萬興里
6300800-036,臺北市,文山區,指南里,1,賴士葆,378,中國國民黨,739,63,文山區指南里
6300800-037,臺北市,文山區,老泉里,1,賴士葆,117,中國國民黨,117,63,文山區老泉里
6300800-038,臺北市,文山區,忠順里,1,賴士葆,407,中國國民黨,1285,63,文山區忠順里
6300800-039,臺北市,文山區,萬美里,1,賴士葆,500,中國國民黨,1952,63,文山區萬美里
6300800-040,臺北市,文山區,政大里,1,賴士葆,369,中國國民黨,1827,63,文山區政大里
6300800-041,臺北市,文山區,樟文里,1,賴士葆,380,中國國民黨,1619,63,文山區樟文里
6300800-042,臺北市,文山區,興邦里,1,賴士葆,478,中國國民黨,1589,63,文山區興邦里
6300800-043,臺北市,文山區,樟樹里,1,賴士葆,382,中國國民黨,1297,63,文山區樟樹里
6300900-001,臺北市,南港區,南港里,1,李彥秀,421,中國國民黨,1454,63,南港區南港里
6300900-002,臺北市,南港區,中南里,1,李彥秀,469,中國國民黨,955,63,南港區中南里
6300900-003,臺北市,南港區,新富里,1,李彥秀,344,中國國民黨,1027,63,南港區新富里
6300900-004,臺北市,南港區,三重里,1,李彥秀,310,中國國民黨,1460,63,南港區三重里
6300900-005,臺北市,南港區,東新里,1,李彥秀,464,中國國民黨,1780,63,南港區東新里
6300900-006,臺北市,南港區,新光里,1,李彥秀,526,中國國民黨,1116,63,南港區新光里
6300900-007,臺北市,南港區,東明里,1,李彥秀,443,中國國民黨,1299,63,南港區東明里
6300900-008,臺北市,南港區,西新里,1,李彥秀,332,中國國民黨,962,63,南港區西新里
6300900-009,臺北市,南港區,玉成里,1,李彥秀,413,中國國民黨,1157,63,南港區玉成里
6300900-010,臺北市,南港區,合成里,1,李彥秀,339,中國國民黨,1670,63,南港區合成里
6300900-011,臺北市,南港區,成福里,1,李彥秀,366,中國國民黨,2114,63,南港區成福里
6300900-012,臺北市,南港區,萬福里,1,李彥秀,452,中國國民黨,1199,63,南港區萬福里
6300900-013,臺北市,南港區,鴻福里,1,李彥秀,376,中國國民黨,1224,63,南港區鴻福里
6300900-014,臺北市,南港區,百福里,1,李彥秀,438,中國國民黨,1409,63,南港區百福里
6300900-015,臺北市,南港區,聯成里,1,李彥秀,409,中國國民黨,1367,63,南港區聯成里
6300900-016,臺北市,南港區,舊莊里,1,李彥秀,432,中國國民黨,2307,63,南港區舊莊里
6300900-017,臺北市,南港區,中研里,1,李彥秀,471,中國國民黨,2435,63,南港區中研里
6300900-018,臺北市,南港區,九如里,1,李彥秀,343,中國國民黨,1894,63,南港區九如里
6300900-019,臺北市,南港區,仁福里,1,李彥秀,351,中國國民黨,1546,63,南港區仁福里
6300900-020,臺北市,南港區,重陽里,1,李彥秀,334,中國國民黨,1303,63,南港區重陽里
6301000-001,臺北市,內湖區,西湖里,1,李彥秀,395,中國國民黨,1568,63,內湖區西湖里
6301000-002,臺北市,內湖區,西康里,1,李彥秀,435,中國國民黨,2265,63,內湖區西康里
6301000-003,臺北市,內湖區,西安里,1,李彥秀,403,中國國民黨,1666,63,內湖區西安里
6301000-005,臺北市,內湖區,港墘里,1,李彥秀,461,中國國民黨,1300,63,內湖區港墘里
6301000-006,臺北市,內湖區,港都里,1,李彥秀,390,中國國民黨,1163,63,內湖區港都里
6301000-007,臺北市,內湖區,港富里,1,李彥秀,376,中國國民黨,2040,63,內湖區港富里
6301000-008,臺北市,內湖區,港華里,1,李彥秀,413,中國國民黨,1953,63,內湖區港華里
6301000-009,臺北市,內湖區,內湖里,1,李彥秀,432,中國國民黨,1372,63,內湖區內湖里
6301000-010,臺北市,內湖區,湖濱里,1,李彥秀,444,中國國民黨,2076,63,內湖區湖濱里
6301000-011,臺北市,內湖區,紫星里,1,李彥秀,430,中國國民黨,1735,63,內湖區紫星里
6301000-012,臺北市,內湖區,大湖里,1,李彥秀,440,中國國民黨,1322,63,內湖區大湖里
6301000-013,臺北市,內湖區,金龍里,1,李彥秀,402,中國國民黨,1165,63,內湖區金龍里
6301000-014,臺北市,內湖區,金瑞里,1,李彥秀,384,中國國民黨,1407,63,內湖區金瑞里
6301000-015,臺北市,內湖區,碧山里,1,李彥秀,69,中國國民黨,1520,63,內湖區碧山里
6301000-016,臺北市,內湖區,紫雲里,1,李彥秀,484,中國國民黨,1555,63,內湖區紫雲里
6301000-017,臺北市,內湖區,清白里,1,李彥秀,303,中國國民黨,1700,63,內湖區清白里
6301000-018,臺北市,內湖區,葫洲里,1,李彥秀,375,中國國民黨,1620,63,內湖區葫洲里
6301000-019,臺北市,內湖區,紫陽里,1,李彥秀,481,中國國民黨,1961,63,內湖區紫陽里
6301000-020,臺北市,內湖區,瑞陽里,1,李彥秀,564,中國國民黨,2227,63,內湖區瑞陽里
6301000-021,臺北市,內湖區,瑞光里,1,李彥秀,387,中國國民黨,1268,63,內湖區瑞光里
6301000-022,臺北市,內湖區,五分里,1,李彥秀,349,中國國民黨,2022,63,內湖區五分里
6301000-023,臺北市,內湖區,東湖里,1,李彥秀,340,中國國民黨,1558,63,內湖區東湖里
6301000-024,臺北市,內湖區,樂康里,1,李彥秀,378,中國國民黨,1672,63,內湖區樂康里
6301000-025,臺北市,內湖區,內溝里,1,李彥秀,208,中國國民黨,1004,63,內湖區內溝里
6301000-026,臺北市,內湖區,週美里,1,李彥秀,344,中國國民黨,1841,63,內湖區週美里
6301000-027,臺北市,內湖區,行善里,1,李彥秀,456,中國國民黨,1616,63,內湖區行善里
6301000-028,臺北市,內湖區,石潭里,1,李彥秀,440,中國國民黨,799,63,內湖區石潭里
6301000-029,臺北市,內湖區,湖興里,1,李彥秀,370,中國國民黨,1534,63,內湖區湖興里
6301000-030,臺北市,內湖區,湖元里,1,李彥秀,456,中國國民黨,1211,63,內湖區湖元里
6301000-031,臺北市,內湖區,安湖里,1,李彥秀,419,中國國民黨,1675,63,內湖區安湖里
6301000-032,臺北市,內湖區,秀湖里,1,李彥秀,432,中國國民黨,1469,63,內湖區秀湖里
6301000-033,臺北市,內湖區,安泰里,1,李彥秀,400,中國國民黨,1196,63,內湖區安泰里
6301000-034,臺北市,內湖區,金湖里,1,李彥秀,472,中國國民黨,2120,63,內湖區金湖里
6301000-035,臺北市,內湖區,康寧里,1,李彥秀,330,中國國民黨,1738,63,內湖區康寧里
6301000-036,臺北市,內湖區,明湖里,1,李彥秀,371,中國國民黨,1159,63,內湖區明湖里
6301000-037,臺北市,內湖區,蘆洲里,1,李彥秀,297,中國國民黨,297,63,內湖區蘆洲里
6301000-038,臺北市,內湖區,麗山里,1,李彥秀,420,中國國民黨,1169,63,內湖區麗山里
6301000-039,臺北市,內湖區,寶湖里,1,李彥秀,421,中國國民黨,1772,63,內湖區寶湖里
6301000-040,臺北市,內湖區,南湖里,1,李彥秀,425,中國國民黨,1199,63,內湖區南湖里
6301100-001,臺北市,士林區,仁勇里,1,姚文智,607,民主進步黨,1360,63,士林區仁勇里
6301100-002,臺北市,士林區,義信里,1,姚文智,439,民主進步黨,934,63,士林區義信里
6301100-003,臺北市,士林區,福林里,1,姚文智,166,民主進步黨,872,63,士林區福林里
6301100-004,臺北市,士林區,福德里,1,姚文智,377,民主進步黨,1353,63,士林區福德里
6301100-005,臺北市,士林區,福志里,1,姚文智,471,民主進步黨,2130,63,士林區福志里
6301100-006,臺北市,士林區,舊佳里,1,姚文智,438,民主進步黨,1985,63,士林區舊佳里
6301100-007,臺北市,士林區,福佳里,1,姚文智,567,民主進步黨,2523,63,士林區福佳里
6301100-008,臺北市,士林區,後港里,1,姚文智,659,民主進步黨,2772,63,士林區後港里
6301100-009,臺北市,士林區,福中里,1,姚文智,622,民主進步黨,2437,63,士林區福中里
6301100-010,臺北市,士林區,前港里,1,姚文智,489,民主進步黨,1549,63,士林區前港里
6301100-011,臺北市,士林區,百齡里,1,姚文智,608,民主進步黨,2510,63,士林區百齡里
6301100-012,臺北市,士林區,承德里,1,姚文智,567,民主進步黨,1659,63,士林區承德里
6301100-013,臺北市,士林區,福華里,1,姚文智,648,民主進步黨,2005,63,士林區福華里
6301100-014,臺北市,士林區,明勝里,1,姚文智,564,民主進步黨,1651,63,士林區明勝里
6301100-015,臺北市,士林區,福順里,1,姚文智,620,民主進步黨,1995,63,士林區福順里
6301100-016,臺北市,士林區,富光里,1,姚文智,760,民主進步黨,2121,63,士林區富光里
6301100-017,臺北市,士林區,葫蘆里,1,姚文智,720,民主進步黨,2633,63,士林區葫蘆里
6301100-018,臺北市,士林區,葫東里,1,姚文智,717,民主進步黨,1521,63,士林區葫東里
6301100-019,臺北市,士林區,社子里,1,姚文智,558,民主進步黨,2372,63,士林區社子里
6301100-020,臺北市,士林區,社新里,1,姚文智,607,民主進步黨,3344,63,士林區社新里
6301100-021,臺北市,士林區,社園里,1,姚文智,703,民主進步黨,2876,63,士林區社園里
6301100-022,臺北市,士林區,永倫里,1,姚文智,777,民主進步黨,2838,63,士林區永倫里
6301100-023,臺北市,士林區,福安里,1,姚文智,751,民主進步黨,2292,63,士林區福安里
6301100-024,臺北市,士林區,富洲里,1,姚文智,830,民主進步黨,2584,63,士林區富洲里
6301100-025,臺北市,士林區,岩山里,1,姚文智,461,民主進步黨,926,63,士林區岩山里
6301100-026,臺北市,士林區,名山里,1,姚文智,574,民主進步黨,2061,63,士林區名山里
6301100-027,臺北市,士林區,德行里,1,吳思瑤,460,民主進步黨,1334,63,士林區德行里
6301100-028,臺北市,士林區,德華里,1,吳思瑤,619,民主進步黨,1874,63,士林區德華里
6301100-029,臺北市,士林區,聖山里,1,姚文智,523,民主進步黨,1328,63,士林區聖山里
6301100-030,臺北市,士林區,忠誠里,1,吳思瑤,292,民主進步黨,1224,63,士林區忠誠里
6301100-031,臺北市,士林區,芝山里,1,姚文智,613,民主進步黨,2167,63,士林區芝山里
6301100-032,臺北市,士林區,東山里,1,姚文智,451,民主進步黨,1317,63,士林區東山里
6301100-033,臺北市,士林區,三玉里,1,吳思瑤,567,民主進步黨,1740,63,士林區三玉里
6301100-034,臺北市,士林區,蘭雅里,1,吳思瑤,475,民主進步黨,2560,63,士林區蘭雅里
6301100-035,臺北市,士林區,蘭興里,1,吳思瑤,505,民主進步黨,2014,63,士林區蘭興里
6301100-036,臺北市,士林區,天福里,1,吳思瑤,566,民主進步黨,1774,63,士林區天福里
6301100-037,臺北市,士林區,天祿里,1,吳思瑤,504,民主進步黨,1627,63,士林區天祿里
6301100-038,臺北市,士林區,天壽里,1,吳思瑤,454,民主進步黨,1423,63,士林區天壽里
6301100-039,臺北市,士林區,天和里,1,吳思瑤,542,民主進步黨,2176,63,士林區天和里
6301100-040,臺北市,士林區,天山里,1,吳思瑤,541,民主進步黨,1903,63,士林區天山里
6301100-041,臺北市,士林區,天玉里,1,吳思瑤,502,民主進步黨,2389,63,士林區天玉里
6301100-042,臺北市,士林區,天母里,1,吳思瑤,403,民主進步黨,1839,63,士林區天母里
6301100-043,臺北市,士林區,永福里,1,姚文智,468,民主進步黨,468,63,士林區永福里
6301100-044,臺北市,士林區,公館里,1,姚文智,516,民主進步黨,516,63,士林區公館里
6301100-045,臺北市,士林區,新安里,1,姚文智,361,民主進步黨,719,63,士林區新安里
6301100-046,臺北市,士林區,陽明里,1,姚文智,314,民主進步黨,929,63,士林區陽明里
6301100-047,臺北市,士林區,菁山里,1,姚文智,188,民主進步黨,522,63,士林區菁山里
6301100-048,臺北市,士林區,平等里,1,姚文智,690,民主進步黨,690,63,士林區平等里
6301100-049,臺北市,士林區,溪山里,1,姚文智,541,民主進步黨,541,63,士林區溪山里
6301100-050,臺北市,士林區,翠山里,1,姚文智,269,民主進步黨,476,63,士林區翠山里
6301100-051,臺北市,士林區,臨溪里,1,姚文智,415,民主進步黨,835,63,士林區臨溪里
6301200-001,臺北市,北投區,建民里,1,吳思瑤,449,民主進步黨,1416,63,北投區建民里
6301200-002,臺北市,北投區,文林里,1,吳思瑤,458,民主進步黨,1396,63,北投區文林里
6301200-003,臺北市,北投區,石牌里,1,吳思瑤,615,民主進步黨,1759,63,北投區石牌里
6301200-004,臺北市,北投區,福興里,1,吳思瑤,475,民主進步黨,2100,63,北投區福興里
6301200-005,臺北市,北投區,榮光里,1,吳思瑤,496,民主進步黨,2035,63,北投區榮光里
6301200-006,臺北市,北投區,榮華里,1,吳思瑤,642,民主進步黨,2101,63,北投區榮華里
6301200-007,臺北市,北投區,裕民里,1,吳思瑤,538,民主進步黨,2165,63,北投區裕民里
6301200-008,臺北市,北投區,振華里,1,吳思瑤,634,民主進步黨,2094,63,北投區振華里
6301200-009,臺北市,北投區,永和里,1,吳思瑤,524,民主進步黨,2666,63,北投區永和里
6301200-010,臺北市,北投區,永欣里,1,吳思瑤,446,民主進步黨,2007,63,北投區永欣里
6301200-011,臺北市,北投區,永明里,1,吳思瑤,407,民主進步黨,1349,63,北投區永明里
6301200-012,臺北市,北投區,東華里,1,吳思瑤,366,民主進步黨,1176,63,北投區東華里
6301200-013,臺北市,北投區,吉利里,1,吳思瑤,383,民主進步黨,1808,63,北投區吉利里
6301200-014,臺北市,北投區,吉慶里,1,吳思瑤,540,民主進步黨,1677,63,北投區吉慶里
6301200-015,臺北市,北投區,尊賢里,1,吳思瑤,543,民主進步黨,1540,63,北投區尊賢里
6301200-016,臺北市,北投區,立賢里,1,吳思瑤,496,民主進步黨,1660,63,北投區立賢里
6301200-017,臺北市,北投區,立農里,1,吳思瑤,603,民主進步黨,2790,63,北投區立農里
6301200-018,臺北市,北投區,八仙里,1,吳思瑤,555,民主進步黨,1685,63,北投區八仙里
6301200-019,臺北市,北投區,洲美里,1,吳思瑤,847,民主進步黨,847,63,北投區洲美里
6301200-020,臺北市,北投區,奇岩里,1,吳思瑤,566,民主進步黨,2946,63,北投區奇岩里
6301200-021,臺北市,北投區,清江里,1,吳思瑤,407,民主進步黨,2744,63,北投區清江里
6301200-022,臺北市,北投區,中央里,1,吳思瑤,496,民主進步黨,2775,63,北投區中央里
6301200-023,臺北市,北投區,長安里,1,吳思瑤,615,民主進步黨,1781,63,北投區長安里
6301200-024,臺北市,北投區,大同里,1,吳思瑤,687,民主進步黨,1984,63,北投區大同里
6301200-025,臺北市,北投區,溫泉里,1,吳思瑤,505,民主進步黨,2097,63,北投區溫泉里
6301200-026,臺北市,北投區,林泉里,1,吳思瑤,315,民主進步黨,806,63,北投區林泉里
6301200-027,臺北市,北投區,中心里,1,吳思瑤,460,民主進步黨,1811,63,北投區中心里
6301200-028,臺北市,北投區,中庸里,1,吳思瑤,416,民主進步黨,1431,63,北投區中庸里
6301200-029,臺北市,北投區,開明里,1,吳思瑤,592,民主進步黨,1833,63,北投區開明里
6301200-030,臺北市,北投區,中和里,1,吳思瑤,463,民主進步黨,1549,63,北投區中和里
6301200-031,臺北市,北投區,智仁里,1,吳思瑤,597,民主進步黨,1764,63,北投區智仁里
6301200-032,臺北市,北投區,秀山里,1,吳思瑤,467,民主進步黨,913,63,北投區秀山里
6301200-033,臺北市,北投區,文化里,1,吳思瑤,290,民主進步黨,810,63,北投區文化里
6301200-034,臺北市,北投區,豐年里,1,吳思瑤,419,民主進步黨,1350,63,北投區豐年里
6301200-035,臺北市,北投區,稻香里,1,吳思瑤,426,民主進步黨,1428,63,北投區稻香里
6301200-036,臺北市,北投區,桃源里,1,吳思瑤,511,民主進步黨,1940,63,北投區桃源里
6301200-037,臺北市,北投區,一德里,1,吳思瑤,722,民主進步黨,2399,63,北投區一德里
6301200-038,臺北市,北投區,關渡里,1,吳思瑤,565,民主進步黨,3342,63,北投區關渡里
6301200-039,臺北市,北投區,泉源里,1,吳思瑤,209,民主進步黨,786,63,北投區泉源里
6301200-040,臺北市,北投區,湖山里,1,吳思瑤,298,民主進步黨,578,63,北投區湖山里
6301200-041,臺北市,北投區,大屯里,1,吳思瑤,437,民主進步黨,437,63,北投區大屯里
6301200-042,臺北市,北投區,湖田里,1,吳思瑤,299,民主進步黨,299,63,北投區湖田里
